sample_id,split,scene_label,image_path,mask_path,group_id
6623,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6623.jpg,Train/Labeled/Non-Flooded/mask/6623_lab.png,6623
6628,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6628.jpg,Train/Labeled/Non-Flooded/mask/6628_lab.png,6628
6646,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6646.jpg,Train/Labeled/Non-Flooded/mask/6646_lab.png,6646
6651,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6651.jpg,Train/Labeled/Non-Flooded/mask/6651_lab.png,6651
6682,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6682.jpg,Train/Labeled/Non-Flooded/mask/6682_lab.png,6682
6692,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6692.jpg,Train/Labeled/Non-Flooded/mask/6692_lab.png,6692
6693,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6693.jpg,Train/Labeled/Non-Flooded/mask/6693_lab.png,6693
6703,train,Flooded,Train/Labeled/Flooded/image/6703.jpg,Train/Labeled/Flooded/mask/6703_lab.png,6703
6706,train,Flooded,Train/Labeled/Flooded/image/6706.jpg,Train/Labeled/Flooded/mask/6706_lab.png,6706
6707,train,Flooded,Train/Labeled/Flooded/image/6707.jpg,Train/Labeled/Flooded/mask/6707_lab.png,6707
6716,train,Flooded,Train/Labeled/Flooded/image/6716.jpg,Train/Labeled/Flooded/mask/6716_lab.png,6716
6731,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6731.jpg,Train/Labeled/Non-Flooded/mask/6731_lab.png,6731
6734,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6734.jpg,Train/Labeled/Non-Flooded/mask/6734_lab.png,6734
6735,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6735.jpg,Train/Labeled/Non-Flooded/mask/6735_lab.png,6735
6742,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6742.jpg,Train/Labeled/Non-Flooded/mask/6742_lab.png,6742
6747,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6747.jpg,Train/Labeled/Non-Flooded/mask/6747_lab.png,6747
6750,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6750.jpg,Train/Labeled/Non-Flooded/mask/6750_lab.png,6750
6773,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6773.jpg,Train/Labeled/Non-Flooded/mask/6773_lab.png,6773
6788,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6788.jpg,Train/Labeled/Non-Flooded/mask/6788_lab.png,6788
6792,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6792.jpg,Train/Labeled/Non-Flooded/mask/6792_lab.png,6792
6804,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6804.jpg,Train/Labeled/Non-Flooded/mask/6804_lab.png,6804
6808,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6808.jpg,Train/Labeled/Non-Flooded/mask/6808_lab.png,6808
6812,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6812.jpg,Train/Labeled/Non-Flooded/mask/6812_lab.png,6812
6824,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6824.jpg,Train/Labeled/Non-Flooded/mask/6824_lab.png,6824
6836,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6836.jpg,Train/Labeled/Non-Flooded/mask/6836_lab.png,6836
6838,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6838.jpg,Train/Labeled/Non-Flooded/mask/6838_lab.png,6838
6839,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6839.jpg,Train/Labeled/Non-Flooded/mask/6839_lab.png,6839
6842,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6842.jpg,Train/Labeled/Non-Flooded/mask/6842_lab.png,6842
6855,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6855.jpg,Train/Labeled/Non-Flooded/mask/6855_lab.png,6855
6860,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6860.jpg,Train/Labeled/Non-Flooded/mask/6860_lab.png,6860
6918,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6918.jpg,Train/Labeled/Non-Flooded/mask/6918_lab.png,6918
6938,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6938.jpg,Train/Labeled/Non-Flooded/mask/6938_lab.png,6938
6960,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6960.jpg,Train/Labeled/Non-Flooded/mask/6960_lab.png,6960
6978,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6978.jpg,Train/Labeled/Non-Flooded/mask/6978_lab.png,6978
6994,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6994.jpg,Train/Labeled/Non-Flooded/mask/6994_lab.png,6994
6997,train,Non-Flooded,Train/Labeled/Non-Flooded/image/6997.jpg,Train/Labeled/Non-Flooded/mask/6997_lab.png,6997
7003,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7003.jpg,Train/Labeled/Non-Flooded/mask/7003_lab.png,7003
7010,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7010.jpg,Train/Labeled/Non-Flooded/mask/7010_lab.png,7010
7014,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7014.jpg,Train/Labeled/Non-Flooded/mask/7014_lab.png,7014
7033,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7033.jpg,Train/Labeled/Non-Flooded/mask/7033_lab.png,7033
7046,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7046.jpg,Train/Labeled/Non-Flooded/mask/7046_lab.png,7046
7051,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7051.jpg,Train/Labeled/Non-Flooded/mask/7051_lab.png,7051
7053,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7053.jpg,Train/Labeled/Non-Flooded/mask/7053_lab.png,7053
7071,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7071.jpg,Train/Labeled/Non-Flooded/mask/7071_lab.png,7071
7072,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7072.jpg,Train/Labeled/Non-Flooded/mask/7072_lab.png,7072
7078,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7078.jpg,Train/Labeled/Non-Flooded/mask/7078_lab.png,7078
7081,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7081.jpg,Train/Labeled/Non-Flooded/mask/7081_lab.png,7081
7083,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7083.jpg,Train/Labeled/Non-Flooded/mask/7083_lab.png,7083
7098,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7098.jpg,Train/Labeled/Non-Flooded/mask/7098_lab.png,7098
7100,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7100.jpg,Train/Labeled/Non-Flooded/mask/7100_lab.png,7100
7103,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7103.jpg,Train/Labeled/Non-Flooded/mask/7103_lab.png,7103
7109,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7109.jpg,Train/Labeled/Non-Flooded/mask/7109_lab.png,7109
7124,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7124.jpg,Train/Labeled/Non-Flooded/mask/7124_lab.png,7124
7128,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7128.jpg,Train/Labeled/Non-Flooded/mask/7128_lab.png,7128
7146,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7146.jpg,Train/Labeled/Non-Flooded/mask/7146_lab.png,7146
7160,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7160.jpg,Train/Labeled/Non-Flooded/mask/7160_lab.png,7160
7162,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7162.jpg,Train/Labeled/Non-Flooded/mask/7162_lab.png,7162
7170,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7170.jpg,Train/Labeled/Non-Flooded/mask/7170_lab.png,7170
7178,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7178.jpg,Train/Labeled/Non-Flooded/mask/7178_lab.png,7178
7184,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7184.jpg,Train/Labeled/Non-Flooded/mask/7184_lab.png,7184
7185,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7185.jpg,Train/Labeled/Non-Flooded/mask/7185_lab.png,7185
7192,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7192.jpg,Train/Labeled/Non-Flooded/mask/7192_lab.png,7192
7195,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7195.jpg,Train/Labeled/Non-Flooded/mask/7195_lab.png,7195
7199,train,Flooded,Train/Labeled/Flooded/image/7199.jpg,Train/Labeled/Flooded/mask/7199_lab.png,7199
7202,train,Flooded,Train/Labeled/Flooded/image/7202.jpg,Train/Labeled/Flooded/mask/7202_lab.png,7202
7214,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7214.jpg,Train/Labeled/Non-Flooded/mask/7214_lab.png,7214
7225,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7225.jpg,Train/Labeled/Non-Flooded/mask/7225_lab.png,7225
7238,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7238.jpg,Train/Labeled/Non-Flooded/mask/7238_lab.png,7238
7240,train,Flooded,Train/Labeled/Flooded/image/7240.jpg,Train/Labeled/Flooded/mask/7240_lab.png,7240
7243,train,Flooded,Train/Labeled/Flooded/image/7243.jpg,Train/Labeled/Flooded/mask/7243_lab.png,7243
7261,train,Flooded,Train/Labeled/Flooded/image/7261.jpg,Train/Labeled/Flooded/mask/7261_lab.png,7261
7266,train,Flooded,Train/Labeled/Flooded/image/7266.jpg,Train/Labeled/Flooded/mask/7266_lab.png,7266
7267,train,Flooded,Train/Labeled/Flooded/image/7267.jpg,Train/Labeled/Flooded/mask/7267_lab.png,7267
7282,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7282.jpg,Train/Labeled/Non-Flooded/mask/7282_lab.png,7282
7289,train,Flooded,Train/Labeled/Flooded/image/7289.jpg,Train/Labeled/Flooded/mask/7289_lab.png,7289
7298,train,Flooded,Train/Labeled/Flooded/image/7298.jpg,Train/Labeled/Flooded/mask/7298_lab.png,7298
7321,train,Flooded,Train/Labeled/Flooded/image/7321.jpg,Train/Labeled/Flooded/mask/7321_lab.png,7321
7330,train,Flooded,Train/Labeled/Flooded/image/7330.jpg,Train/Labeled/Flooded/mask/7330_lab.png,7330
7331,train,Flooded,Train/Labeled/Flooded/image/7331.jpg,Train/Labeled/Flooded/mask/7331_lab.png,7331
7332,train,Flooded,Train/Labeled/Flooded/image/7332.jpg,Train/Labeled/Flooded/mask/7332_lab.png,7332
7357,train,Flooded,Train/Labeled/Flooded/image/7357.jpg,Train/Labeled/Flooded/mask/7357_lab.png,7357
7362,train,Flooded,Train/Labeled/Flooded/image/7362.jpg,Train/Labeled/Flooded/mask/7362_lab.png,7362
7364,train,Flooded,Train/Labeled/Flooded/image/7364.jpg,Train/Labeled/Flooded/mask/7364_lab.png,7364
7405,train,Flooded,Train/Labeled/Flooded/image/7405.jpg,Train/Labeled/Flooded/mask/7405_lab.png,7405
7466,train,Flooded,Train/Labeled/Flooded/image/7466.jpg,Train/Labeled/Flooded/mask/7466_lab.png,7466
7473,train,Flooded,Train/Labeled/Flooded/image/7473.jpg,Train/Labeled/Flooded/mask/7473_lab.png,7473
7485,train,Flooded,Train/Labeled/Flooded/image/7485.jpg,Train/Labeled/Flooded/mask/7485_lab.png,7485
7488,train,Flooded,Train/Labeled/Flooded/image/7488.jpg,Train/Labeled/Flooded/mask/7488_lab.png,7488
7523,train,Flooded,Train/Labeled/Flooded/image/7523.jpg,Train/Labeled/Flooded/mask/7523_lab.png,7523
7524,train,Flooded,Train/Labeled/Flooded/image/7524.jpg,Train/Labeled/Flooded/mask/7524_lab.png,7524
7571,train,Flooded,Train/Labeled/Flooded/image/7571.jpg,Train/Labeled/Flooded/mask/7571_lab.png,7571
7594,train,Flooded,Train/Labeled/Flooded/image/7594.jpg,Train/Labeled/Flooded/mask/7594_lab.png,7594
7646,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7646.jpg,Train/Labeled/Non-Flooded/mask/7646_lab.png,7646
7654,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7654.jpg,Train/Labeled/Non-Flooded/mask/7654_lab.png,7654
7672,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7672.jpg,Train/Labeled/Non-Flooded/mask/7672_lab.png,7672
7674,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7674.jpg,Train/Labeled/Non-Flooded/mask/7674_lab.png,7674
7675,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7675.jpg,Train/Labeled/Non-Flooded/mask/7675_lab.png,7675
7692,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7692.jpg,Train/Labeled/Non-Flooded/mask/7692_lab.png,7692
7706,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7706.jpg,Train/Labeled/Non-Flooded/mask/7706_lab.png,7706
7709,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7709.jpg,Train/Labeled/Non-Flooded/mask/7709_lab.png,7709
7711,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7711.jpg,Train/Labeled/Non-Flooded/mask/7711_lab.png,7711
7713,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7713.jpg,Train/Labeled/Non-Flooded/mask/7713_lab.png,7713
7718,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7718.jpg,Train/Labeled/Non-Flooded/mask/7718_lab.png,7718
7721,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7721.jpg,Train/Labeled/Non-Flooded/mask/7721_lab.png,7721
7727,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7727.jpg,Train/Labeled/Non-Flooded/mask/7727_lab.png,7727
7749,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7749.jpg,Train/Labeled/Non-Flooded/mask/7749_lab.png,7749
7751,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7751.jpg,Train/Labeled/Non-Flooded/mask/7751_lab.png,7751
7752,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7752.jpg,Train/Labeled/Non-Flooded/mask/7752_lab.png,7752
7764,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7764.jpg,Train/Labeled/Non-Flooded/mask/7764_lab.png,7764
7789,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7789.jpg,Train/Labeled/Non-Flooded/mask/7789_lab.png,7789
7791,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7791.jpg,Train/Labeled/Non-Flooded/mask/7791_lab.png,7791
7801,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7801.jpg,Train/Labeled/Non-Flooded/mask/7801_lab.png,7801
7802,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7802.jpg,Train/Labeled/Non-Flooded/mask/7802_lab.png,7802
7806,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7806.jpg,Train/Labeled/Non-Flooded/mask/7806_lab.png,7806
7829,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7829.jpg,Train/Labeled/Non-Flooded/mask/7829_lab.png,7829
7852,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7852.jpg,Train/Labeled/Non-Flooded/mask/7852_lab.png,7852
7862,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7862.jpg,Train/Labeled/Non-Flooded/mask/7862_lab.png,7862
7867,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7867.jpg,Train/Labeled/Non-Flooded/mask/7867_lab.png,7867
7872,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7872.jpg,Train/Labeled/Non-Flooded/mask/7872_lab.png,7872
7879,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7879.jpg,Train/Labeled/Non-Flooded/mask/7879_lab.png,7879
7882,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7882.jpg,Train/Labeled/Non-Flooded/mask/7882_lab.png,7882
7884,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7884.jpg,Train/Labeled/Non-Flooded/mask/7884_lab.png,7884
7893,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7893.jpg,Train/Labeled/Non-Flooded/mask/7893_lab.png,7893
7901,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7901.jpg,Train/Labeled/Non-Flooded/mask/7901_lab.png,7901
7909,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7909.jpg,Train/Labeled/Non-Flooded/mask/7909_lab.png,7909
7914,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7914.jpg,Train/Labeled/Non-Flooded/mask/7914_lab.png,7914
7917,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7917.jpg,Train/Labeled/Non-Flooded/mask/7917_lab.png,7917
7918,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7918.jpg,Train/Labeled/Non-Flooded/mask/7918_lab.png,7918
7925,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7925.jpg,Train/Labeled/Non-Flooded/mask/7925_lab.png,7925
7929,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7929.jpg,Train/Labeled/Non-Flooded/mask/7929_lab.png,7929
7967,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7967.jpg,Train/Labeled/Non-Flooded/mask/7967_lab.png,7967
7972,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7972.jpg,Train/Labeled/Non-Flooded/mask/7972_lab.png,7972
7973,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7973.jpg,Train/Labeled/Non-Flooded/mask/7973_lab.png,7973
7980,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7980.jpg,Train/Labeled/Non-Flooded/mask/7980_lab.png,7980
7982,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7982.jpg,Train/Labeled/Non-Flooded/mask/7982_lab.png,7982
7998,train,Non-Flooded,Train/Labeled/Non-Flooded/image/7998.jpg,Train/Labeled/Non-Flooded/mask/7998_lab.png,7998
8009,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8009.jpg,Train/Labeled/Non-Flooded/mask/8009_lab.png,8009
8015,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8015.jpg,Train/Labeled/Non-Flooded/mask/8015_lab.png,8015
8033,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8033.jpg,Train/Labeled/Non-Flooded/mask/8033_lab.png,8033
8051,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8051.jpg,Train/Labeled/Non-Flooded/mask/8051_lab.png,8051
8057,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8057.jpg,Train/Labeled/Non-Flooded/mask/8057_lab.png,8057
8060,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8060.jpg,Train/Labeled/Non-Flooded/mask/8060_lab.png,8060
8061,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8061.jpg,Train/Labeled/Non-Flooded/mask/8061_lab.png,8061
8063,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8063.jpg,Train/Labeled/Non-Flooded/mask/8063_lab.png,8063
8074,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8074.jpg,Train/Labeled/Non-Flooded/mask/8074_lab.png,8074
8086,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8086.jpg,Train/Labeled/Non-Flooded/mask/8086_lab.png,8086
8087,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8087.jpg,Train/Labeled/Non-Flooded/mask/8087_lab.png,8087
8094,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8094.jpg,Train/Labeled/Non-Flooded/mask/8094_lab.png,8094
8096,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8096.jpg,Train/Labeled/Non-Flooded/mask/8096_lab.png,8096
8102,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8102.jpg,Train/Labeled/Non-Flooded/mask/8102_lab.png,8102
8106,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8106.jpg,Train/Labeled/Non-Flooded/mask/8106_lab.png,8106
8119,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8119.jpg,Train/Labeled/Non-Flooded/mask/8119_lab.png,8119
8130,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8130.jpg,Train/Labeled/Non-Flooded/mask/8130_lab.png,8130
8137,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8137.jpg,Train/Labeled/Non-Flooded/mask/8137_lab.png,8137
8141,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8141.jpg,Train/Labeled/Non-Flooded/mask/8141_lab.png,8141
8146,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8146.jpg,Train/Labeled/Non-Flooded/mask/8146_lab.png,8146
8157,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8157.jpg,Train/Labeled/Non-Flooded/mask/8157_lab.png,8157
8161,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8161.jpg,Train/Labeled/Non-Flooded/mask/8161_lab.png,8161
8172,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8172.jpg,Train/Labeled/Non-Flooded/mask/8172_lab.png,8172
8176,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8176.jpg,Train/Labeled/Non-Flooded/mask/8176_lab.png,8176
8185,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8185.jpg,Train/Labeled/Non-Flooded/mask/8185_lab.png,8185
8210,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8210.jpg,Train/Labeled/Non-Flooded/mask/8210_lab.png,8210
8212,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8212.jpg,Train/Labeled/Non-Flooded/mask/8212_lab.png,8212
8217,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8217.jpg,Train/Labeled/Non-Flooded/mask/8217_lab.png,8217
8232,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8232.jpg,Train/Labeled/Non-Flooded/mask/8232_lab.png,8232
8242,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8242.jpg,Train/Labeled/Non-Flooded/mask/8242_lab.png,8242
8243,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8243.jpg,Train/Labeled/Non-Flooded/mask/8243_lab.png,8243
8244,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8244.jpg,Train/Labeled/Non-Flooded/mask/8244_lab.png,8244
8247,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8247.jpg,Train/Labeled/Non-Flooded/mask/8247_lab.png,8247
8264,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8264.jpg,Train/Labeled/Non-Flooded/mask/8264_lab.png,8264
