sample_id,official_split,scene_label,image_path,mask_path,width,height,image_mode,mask_mode,image_sha256,mask_sha256,image_dhash,exact_duplicate_group,requires_image_resize,class_0_pixels,class_0_present,class_0_fraction,class_1_pixels,class_1_present,class_1_fraction,class_2_pixels,class_2_present,class_2_fraction,class_3_pixels,class_3_present,class_3_fraction,class_4_pixels,class_4_present,class_4_fraction,class_5_pixels,class_5_present,class_5_fraction,class_6_pixels,class_6_present,class_6_fraction,class_7_pixels,class_7_present,class_7_fraction,class_8_pixels,class_8_present,class_8_fraction,class_9_pixels,class_9_present,class_9_fraction
7267,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7267.jpg,Train/Labeled/Flooded/mask/7267_lab.png,4592,3072,RGB,L,7f4374e318604bdf4fca060f0bea00c57bce802d7503f29d03921caccd7fe937,8102525092dc64f921471bca59bf8226346dcdb349e94381a075679694d8e546,e3c3cbe8f8dedcfc879e1e0f03000405,,1,0,0,0.0,572826,1,0.0477355,0,0,0.0,370837,1,0.030903083333333334,0,0,0.0,6762554,1,0.5635461666666667,3209031,1,0.26741925,0,0,0.0,0,0,0.0,1084752,1,0.090396
7273,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7273.jpg,Train/Labeled/Flooded/mask/7273_lab.png,4592,3072,RGB,L,aa2a06faceed8810490e5d59d33e27bb4c0326c73a22e606ef2bcc58fb939935,98c8f2ae459dcf14a3707cdd2b164ad209500aaacf4b6474d99c247502412138,80cc4e4e4e4fce8c03830315fd5c3cfc,,1,0,0,0.0,626359,1,0.05219658333333333,45674,1,0.0038061666666666665,71649,1,0.00597075,0,0,0.0,8587381,1,0.7156150833333333,697535,1,0.05812791666666667,15305,1,0.0012754166666666667,15590,1,0.0012991666666666666,1940507,1,0.16170891666666667
7289,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7289.jpg,Train/Labeled/Flooded/mask/7289_lab.png,4592,3072,RGB,L,19c509091a625f15abf5aad82ac72305e9111998acba4d36ca23c2404113fdcb,c45147a24ffc4de78761e81ded7469c1390632c6cf609b0a90170d9de67c2cc7,eecfcf8fcfcb9296c0e1408fff5fdeff,,1,0,0,0.0,0,0,0.0,214787,1,0.017898916666666667,0,0,0.0,275976,1,0.022998,7579370,1,0.6316141666666667,366777,1,0.03056475,6443,1,0.0005369166666666667,1534,1,0.00012783333333333334,3555113,1,0.29625941666666666
7298,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7298.jpg,Train/Labeled/Flooded/mask/7298_lab.png,4592,3072,RGB,L,c84d9989cf355d9a7adc63e6bb3eb545547305b4542752275324ff06aea58dad,f4195292df7508403b607c373b883951a577a614d2c8f27174b219641b5a5e16,636070662e1e96d0f81c23c30cf3f83c,,1,0,0,0.0,2886083,1,0.24050691666666665,180093,1,0.01500775,3117571,1,0.25979758333333336,73647,1,0.00613725,0,0,0.0,3006303,1,0.25052525,107722,1,0.008976833333333333,115801,1,0.009650083333333333,2512780,1,0.20939833333333333
7317,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7317.jpg,Train/Labeled/Flooded/mask/7317_lab.png,4592,3072,RGB,L,cc8733889a51770768589668a23fcf4ab770b0513d7062b5d823c71a3b51c7f9,307910b806f737550dfb55e5ed687e9f87401cfc502429dd0c88213eacf1f83c,4c6431331b8f47833dd9cfe1e7fef85d,,1,0,0,0.0,2245736,1,0.18714466666666665,361885,1,0.030157083333333334,3356236,1,0.2796863333333333,0,0,0.0,1931156,1,0.16092966666666667,4009073,1,0.3340894166666667,52804,1,0.004400333333333333,43110,1,0.0035925,0,0,0.0
7321,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7321.jpg,Train/Labeled/Flooded/mask/7321_lab.png,4592,3072,RGB,L,1eab3f9e9030aea8e06fe333df21540c7c34d8ab2fb50af5cf334be4c84db0b5,6b929a540d19aadd380a2eb53888ff8dbaca140ba3e641a1ac85a688a3672524,b3f368c86232168efd0426d39acf67e7,,1,0,0,0.0,2763985,1,0.23033208333333333,122499,1,0.01020825,2455789,1,0.20464908333333334,0,0,0.0,0,0,0.0,4090363,1,0.34086358333333333,76522,1,0.006376833333333333,76295,1,0.006357916666666667,2414547,1,0.20121225
7325,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7325.jpg,Train/Labeled/Flooded/mask/7325_lab.png,4592,3072,RGB,L,bcf62f8cfd7dbb7bb9dbc4d2729310294ab35f9ead902d18135ff43fc6b4fe2d,6048353b5ef3311ae28fc61e19d6f5a31110d0eac9d4ef74f510f89a0574ef07,66221b892c34321bdfc9e4961f3be961,,1,0,0,0.0,3078108,1,0.256509,0,0,0.0,2240234,1,0.18668616666666665,0,0,0.0,0,0,0.0,3875278,1,0.3229398333333333,64048,1,0.005337333333333334,0,0,0.0,2742332,1,0.22852766666666666
7330,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7330.jpg,Train/Labeled/Flooded/mask/7330_lab.png,4592,3072,RGB,L,e4dae570976cbc7aeba9b03d0e68306630059b1524a25b0e96e3e4d10f8a6e4b,723e721233c5ac9035021916dafcc47e615f46271b171f3d34aab54ece290820,5a4c46a69381a434e432fbc9e9741e8f,,1,0,0,0.0,3354737,1,0.2795614166666667,0,0,0.0,1145617,1,0.09546808333333333,0,0,0.0,0,0,0.0,2557164,1,0.213097,109632,1,0.009136,43165,1,0.003597083333333333,4789685,1,0.39914041666666666
7331,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7331.jpg,Train/Labeled/Flooded/mask/7331_lab.png,4592,3072,RGB,L,093395d6d9aa97f6883880e520deddc974b1529e15ac6600b0cf461c656adfbe,6d7f2019d851321f02ed15ca40a122fb5575be30c136173fbfeff2fb3e3b0331,dcd9d95d04e6e3c3c8f5cfe63279f9ed,,1,0,0,0.0,2953230,1,0.2461025,14234,1,0.0011861666666666667,3483109,1,0.29025908333333333,0,0,0.0,0,0,0.0,3005242,1,0.25043683333333333,50786,1,0.004232166666666667,96944,1,0.008078666666666666,2396455,1,0.19970458333333332
7332,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7332.jpg,Train/Labeled/Flooded/mask/7332_lab.png,4592,3072,RGB,L,1a93fbb52317d3cb698e9713740532d5b31541db841a2a2d53b2936d5336fea3,867c9a5e11c99f0fddfe215d75cacc7cd85190531334f09b6efe5f43d5a4c723,eac1c2cfdacddd4d60fe078ffcf5dfe2,,1,0,0,0.0,2772653,1,0.23105441666666668,0,0,0.0,4634941,1,0.38624508333333335,0,0,0.0,0,0,0.0,2937457,1,0.24478808333333332,67769,1,0.005647416666666667,0,0,0.0,1587180,1,0.132265
7357,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7357.jpg,Train/Labeled/Flooded/mask/7357_lab.png,4592,3072,RGB,L,2c3a87ff949f82c0b7403708e04bda711d20c0f1544ee1e66816350b6a6a5fdd,9ac910606054d91efea293c31842015246960a70a3d0db9d7a698629ab508950,4e4ededc98989c9cef0c183ccce23050,,1,0,0,0.0,764282,1,0.06369016666666667,7273,1,0.0006060833333333334,155637,1,0.01296975,0,0,0.0,10311340,1,0.8592783333333334,752236,1,0.06268633333333333,9232,1,0.0007693333333333333,0,0,0.0,0,0,0.0
7362,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7362.jpg,Train/Labeled/Flooded/mask/7362_lab.png,4592,3072,RGB,L,3e0f45c25ed0ca879857dbdcafa4badd1383adab85316614268f58c1535b5a0a,1736c6e6dfd243384e0ad35f09d7f502db01589512d34cee1e237fec6813cc05,46ce8aea2aaaeccce54c0c90d0082460,,1,0,0,0.0,1107627,1,0.09230225,0,0,0.0,521277,1,0.04343975,0,0,0.0,9109615,1,0.7591345833333333,1153857,1,0.09615475,16422,1,0.0013685,91202,1,0.0076001666666666665,0,0,0.0
7364,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7364.jpg,Train/Labeled/Flooded/mask/7364_lab.png,4592,3072,RGB,L,81eead046bd682e0f61e684067bc6d0a2054158a7323db33a3944c90959dd41e,4de1eece6a888a0d0e1ca2cde36b5afbe2b8ffa0ea7802829ae537fea49b6189,c6a6f6f6e4c488280f1f1c00ccec8e84,,1,0,0,0.0,1363564,1,0.11363033333333333,8296,1,0.0006913333333333333,921384,1,0.076782,0,0,0.0,8281558,1,0.6901298333333333,1245334,1,0.10377783333333333,43993,1,0.0036660833333333333,135871,1,0.011322583333333334,0,0,0.0
7372,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7372.jpg,Train/Labeled/Flooded/mask/7372_lab.png,4592,3072,RGB,L,637413fe8047ce842e4fd86d3eeb3f034cb1ed73818fcd3993906481c7b54918,57b87f69e737235d9a308dbab7c7b8bb3a0e6eaf750e85c164ee7faf7d2f6c8c,d2d2deb8c0d0f0c063159d78f818fefe,,1,0,0,0.0,433876,1,0.03615633333333333,303757,1,0.025313083333333333,656213,1,0.054684416666666666,0,0,0.0,8434058,1,0.7028381666666667,1901109,1,0.15842575,0,0,0.0,270987,1,0.02258225,0,0,0.0
7405,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7405.jpg,Train/Labeled/Flooded/mask/7405_lab.png,4592,3072,RGB,L,b3a5a7a8ba65007fd32831d92133e05f2a2f26c722496cf2070021b453ed8a4d,1e97c393ec47fefda84cc0099033620ce9e396e7f833c3cea65139a9660417e1,4c393222060606b3ddd3f2676203091c,,1,0,0,0.0,1949298,1,0.1624415,265253,1,0.022104416666666668,2578371,1,0.21486425,0,0,0.0,4073162,1,0.33943016666666664,2873991,1,0.23949925,70444,1,0.005870333333333333,189481,1,0.015790083333333333,0,0,0.0
7414,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7414.jpg,Train/Labeled/Flooded/mask/7414_lab.png,4592,3072,RGB,L,a2bcefd6627104866dada82cdab0ab12c9110dbba3fcfd627f022a72b4c5b78b,fe71b926a24d921bf6a32768258221403886a5732e9f989f21ef5661209cda17,8bc8583031034e2c2c9e99f9e32736fc,,1,0,0,0.0,1914400,1,0.15953333333333333,0,0,0.0,3347551,1,0.27896258333333335,0,0,0.0,1723871,1,0.14365591666666666,4867852,1,0.40565433333333334,65855,1,0.005487916666666667,80471,1,0.0067059166666666664,0,0,0.0
7418,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7418.jpg,Train/Labeled/Flooded/mask/7418_lab.png,4592,3072,RGB,L,3f88fa31087a837eb94c90f3ee9d06104509fc02bcb1bcaebf42c40b952cf788,23a34c08d5ab15741d455cdd0ce7a9c86dc0c11e0a8dab6737badd7809dae6f9,d2c1692434929809fdb496da4f6fece1,,1,0,0,0.0,3284479,1,0.2737065833333333,157967,1,0.013163916666666668,1320823,1,0.11006858333333333,0,0,0.0,0,0,0.0,3562305,1,0.29685875,86749,1,0.007229083333333333,65141,1,0.0054284166666666665,3522536,1,0.2935446666666667
7428,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7428.jpg,Train/Labeled/Flooded/mask/7428_lab.png,4592,3072,RGB,L,cba3219c6a3a491c81572c6d555d83ee6932ce9102b432377d9b084df5faec03,6ca6492fe7e5bd897d8244753bf90ea75e6fe4e83dd12189b66dc0790d263a5e,dcc0500040616161f0cf80e03c7de328,,1,3233821,1,0.2694850833333333,3143996,1,0.2619996666666667,0,0,0.0,1798499,1,0.14987491666666666,0,0,0.0,462587,1,0.03854891666666667,3245061,1,0.27042175,60606,1,0.0050505,55430,1,0.004619166666666666,0,0,0.0
7434,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7434.jpg,Train/Labeled/Flooded/mask/7434_lab.png,4592,3072,RGB,L,e083cfd7cf417046f90531194097ffd44c756d24e67f21817d0ba51cff5da79a,d9d59ce76c430768945793189a39050e03a098c4ecc311dd002886d27bfdb3a4,82a1a2a1a2202021c0bfff61be9803e1,,1,0,0,0.0,2919775,1,0.24331458333333333,0,0,0.0,2215278,1,0.1846065,0,0,0.0,3805925,1,0.31716041666666667,2909695,1,0.24247458333333333,122699,1,0.010224916666666667,26628,1,0.002219,0,0,0.0
7463,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7463.jpg,Train/Labeled/Flooded/mask/7463_lab.png,4592,3072,RGB,L,f127cf68e531f9efe2819d7bf91c56bc24aeb5e530856839c49432c1a4a04d19,7b70aed26a1f033d289b5fb04ecee4eba09480caa22ae44f3d4ffefde41f5bd5,733337b37333b39b8343107883cfe000,,1,0,0,0.0,1351501,1,0.11262508333333333,493027,1,0.041085583333333335,4860647,1,0.4050539166666667,0,0,0.0,0,0,0.0,2640854,1,0.22007116666666668,8771,1,0.0007309166666666667,0,0,0.0,2645200,1,0.22043333333333334
7466,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7466.jpg,Train/Labeled/Flooded/mask/7466_lab.png,4592,3072,RGB,L,32ba4c57a62d1d4db0776fa14cbded075466407243af2befdf3a8894ec1e366e,c20e5508c1e89f17a1e688963febe51055400610c1e6a4291655d7be460483a4,7133b2d26333a3d3c07af0a587437100,,1,0,0,0.0,2021114,1,0.16842616666666665,0,0,0.0,5067639,1,0.42230325,0,0,0.0,0,0,0.0,1773123,1,0.14776025,90014,1,0.007501166666666666,25871,1,0.0021559166666666667,3022239,1,0.25185325
7473,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7473.jpg,Train/Labeled/Flooded/mask/7473_lab.png,4592,3072,RGB,L,d5137e56653dae6ddb7d1904a154f847b0151b674b1cd883b2b1cd75b7ccb26f,f83244098be5e40aeaf2df976989562991ec017d937dcf83e37b56583bcaa69d,8cc8e8b0d0e169693cbc580d231787e9,,1,0,0,0.0,2856229,1,0.23801908333333333,0,0,0.0,1524393,1,0.12703275,0,0,0.0,4841683,1,0.40347358333333333,2594045,1,0.21617041666666667,69219,1,0.00576825,114431,1,0.009535916666666666,0,0,0.0
7485,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7485.jpg,Train/Labeled/Flooded/mask/7485_lab.png,4592,3072,RGB,L,b7ed1135415944939afea1ba0b320b455918c0e494cffef9c798037050257fab,586325d3433e231eb750083edc8686549fd90851598a63c2671127ae594d4dd7,4c4ece8e9a7c79fbfb134f8118007fff,,1,0,0,0.0,3097124,1,0.25809366666666667,0,0,0.0,1884328,1,0.15702733333333332,0,0,0.0,4451823,1,0.37098525,2422283,1,0.20185691666666666,58511,1,0.004875916666666666,85931,1,0.007160916666666667,0,0,0.0
7488,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7488.jpg,Train/Labeled/Flooded/mask/7488_lab.png,4592,3072,RGB,L,e3c89a8e512ba78a3bf341cb5485747eb1590ad98d115d2c0de61baaf5a52bdb,29980481caf19e5aa1c71a5d364d3beab76d75c3b808eaff4c73f2d3dc80da7d,cdcececc4a1c181eeace0c80080c0ee2,,1,992085,1,0.08267375,2952757,1,0.24606308333333332,0,0,0.0,1912042,1,0.15933683333333334,0,0,0.0,0,0,0.0,2541686,1,0.21180716666666666,42624,1,0.003552,78087,1,0.00650725,3480719,1,0.29005991666666664
7523,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7523.jpg,Train/Labeled/Flooded/mask/7523_lab.png,4592,3072,RGB,L,1848cde475bddfff57f9efd4ed6ed280013eb6f76e93f9b90332c02cca582e3a,146074acd456015f48f3a5cf12f5ba6df227105b8436c1bc877cd7dfb5483961,eacdc7b3dbd97d7364f3cb4b0e349390,,1,0,0,0.0,3281347,1,0.27344558333333335,0,0,0.0,2110391,1,0.17586591666666668,0,0,0.0,0,0,0.0,3470598,1,0.2892165,56676,1,0.004723,29256,1,0.002438,3051732,1,0.254311
7524,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7524.jpg,Train/Labeled/Flooded/mask/7524_lab.png,4592,3072,RGB,L,4212256a59cd00ef94cbff458693438eaf3d10af060a8104b41069a77551e099,061f278b7cd25ba28c78d65b3c209000592d7ae666e13b1898bbe26d9c6f9b15,7657dbc9cf2793b1887c64f7b3db4f1c,,1,0,0,0.0,3233032,1,0.26941933333333334,0,0,0.0,2102315,1,0.17519291666666667,0,0,0.0,2958230,1,0.24651916666666668,3592875,1,0.29940625,78253,1,0.006521083333333334,35295,1,0.00294125,0,0,0.0
7556,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7556.jpg,Train/Labeled/Flooded/mask/7556_lab.png,4592,3072,RGB,L,d9f113786c62c7ac724e7e6a8fa108d25f7545c3f96bea92a46ba746396c935f,ea83359e137c0286b593678faec9d622957715d4c5563e68bef0ebf891607ab2,0d0d0c4cd9f6ece4e0e0003fff03f01e,,1,0,0,0.0,1648767,1,0.13739725,0,0,0.0,6766535,1,0.5638779166666666,0,0,0.0,0,0,0.0,1324422,1,0.1103685,27433,1,0.0022860833333333335,15204,1,0.001267,2217639,1,0.18480325
7571,Train/Labeled,Flooded,Train/Labeled/Flooded/image/7571.jpg,Train/Labeled/Flooded/mask/7571_lab.png,4592,3072,RGB,L,81e117c8d91815a1b72e9e1b241ba6194f3a013980faf6985eab92dca6a8fe81,32fb284b1ce6ec05e42c8b0b026585376d8a30f2fafb7d13fe760aa4f5a76701,c3e2238198b8d0593a8d0c6e1e3bb9c9,,1,0,0,0.0,2554886,1,0.21290716666666668,0,0,0.0,2809123,1,0.23409358333333333,0,0,0.0,0,0,0.0,3525450,1,0.2937875,35937,1,0.00299475,13683,1,0.00114025,3060921,1,0.25507675
