sample_id,split,scene_label,image_path,mask_path,official_split
6375,train,,train/train-org-img/6375.jpg,train/train-label-img/6375_lab.png,train
6376,train,,train/train-org-img/6376.jpg,train/train-label-img/6376_lab.png,train
6379,train,,train/train-org-img/6379.jpg,train/train-label-img/6379_lab.png,train
6381,train,,train/train-org-img/6381.jpg,train/train-label-img/6381_lab.png,train
6384,train,,train/train-org-img/6384.jpg,train/train-label-img/6384_lab.png,train
6385,train,,train/train-org-img/6385.jpg,train/train-label-img/6385_lab.png,train
6386,train,,train/train-org-img/6386.jpg,train/train-label-img/6386_lab.png,train
6387,train,,train/train-org-img/6387.jpg,train/train-label-img/6387_lab.png,train
6388,train,,train/train-org-img/6388.jpg,train/train-label-img/6388_lab.png,train
6393,train,,train/train-org-img/6393.jpg,train/train-label-img/6393_lab.png,train
6395,train,,train/train-org-img/6395.jpg,train/train-label-img/6395_lab.png,train
6397,train,,train/train-org-img/6397.jpg,train/train-label-img/6397_lab.png,train
6398,train,,train/train-org-img/6398.jpg,train/train-label-img/6398_lab.png,train
6399,train,,train/train-org-img/6399.jpg,train/train-label-img/6399_lab.png,train
6402,train,,train/train-org-img/6402.jpg,train/train-label-img/6402_lab.png,train
6403,train,,train/train-org-img/6403.jpg,train/train-label-img/6403_lab.png,train
6404,train,,train/train-org-img/6404.jpg,train/train-label-img/6404_lab.png,train
6407,train,,train/train-org-img/6407.jpg,train/train-label-img/6407_lab.png,train
6408,train,,train/train-org-img/6408.jpg,train/train-label-img/6408_lab.png,train
6409,train,,train/train-org-img/6409.jpg,train/train-label-img/6409_lab.png,train
6411,train,,train/train-org-img/6411.jpg,train/train-label-img/6411_lab.png,train
6413,train,,train/train-org-img/6413.jpg,train/train-label-img/6413_lab.png,train
6414,train,,train/train-org-img/6414.jpg,train/train-label-img/6414_lab.png,train
6415,train,,train/train-org-img/6415.jpg,train/train-label-img/6415_lab.png,train
6416,train,,train/train-org-img/6416.jpg,train/train-label-img/6416_lab.png,train
6421,train,,train/train-org-img/6421.jpg,train/train-label-img/6421_lab.png,train
6422,train,,train/train-org-img/6422.jpg,train/train-label-img/6422_lab.png,train
6424,train,,train/train-org-img/6424.jpg,train/train-label-img/6424_lab.png,train
6426,train,,train/train-org-img/6426.jpg,train/train-label-img/6426_lab.png,train
6427,train,,train/train-org-img/6427.jpg,train/train-label-img/6427_lab.png,train
6430,train,,train/train-org-img/6430.jpg,train/train-label-img/6430_lab.png,train
6431,train,,train/train-org-img/6431.jpg,train/train-label-img/6431_lab.png,train
6433,train,,train/train-org-img/6433.jpg,train/train-label-img/6433_lab.png,train
6435,train,,train/train-org-img/6435.jpg,train/train-label-img/6435_lab.png,train
6437,train,,train/train-org-img/6437.jpg,train/train-label-img/6437_lab.png,train
6438,train,,train/train-org-img/6438.jpg,train/train-label-img/6438_lab.png,train
6442,train,,train/train-org-img/6442.jpg,train/train-label-img/6442_lab.png,train
6443,train,,train/train-org-img/6443.jpg,train/train-label-img/6443_lab.png,train
6444,train,,train/train-org-img/6444.jpg,train/train-label-img/6444_lab.png,train
6446,train,,train/train-org-img/6446.jpg,train/train-label-img/6446_lab.png,train
6447,train,,train/train-org-img/6447.jpg,train/train-label-img/6447_lab.png,train
6450,train,,train/train-org-img/6450.jpg,train/train-label-img/6450_lab.png,train
6451,train,,train/train-org-img/6451.jpg,train/train-label-img/6451_lab.png,train
6453,train,,train/train-org-img/6453.jpg,train/train-label-img/6453_lab.png,train
6454,train,,train/train-org-img/6454.jpg,train/train-label-img/6454_lab.png,train
6455,train,,train/train-org-img/6455.jpg,train/train-label-img/6455_lab.png,train
6456,train,,train/train-org-img/6456.jpg,train/train-label-img/6456_lab.png,train
6457,train,,train/train-org-img/6457.jpg,train/train-label-img/6457_lab.png,train
6458,train,,train/train-org-img/6458.jpg,train/train-label-img/6458_lab.png,train
6459,train,,train/train-org-img/6459.jpg,train/train-label-img/6459_lab.png,train
6460,train,,train/train-org-img/6460.jpg,train/train-label-img/6460_lab.png,train
6461,train,,train/train-org-img/6461.jpg,train/train-label-img/6461_lab.png,train
6462,train,,train/train-org-img/6462.jpg,train/train-label-img/6462_lab.png,train
6463,train,,train/train-org-img/6463.jpg,train/train-label-img/6463_lab.png,train
6464,train,,train/train-org-img/6464.jpg,train/train-label-img/6464_lab.png,train
6465,train,,train/train-org-img/6465.jpg,train/train-label-img/6465_lab.png,train
6466,train,,train/train-org-img/6466.jpg,train/train-label-img/6466_lab.png,train
6469,train,,train/train-org-img/6469.jpg,train/train-label-img/6469_lab.png,train
6477,train,,train/train-org-img/6477.jpg,train/train-label-img/6477_lab.png,train
6478,train,,train/train-org-img/6478.jpg,train/train-label-img/6478_lab.png,train
6481,train,,train/train-org-img/6481.jpg,train/train-label-img/6481_lab.png,train
6484,train,,train/train-org-img/6484.jpg,train/train-label-img/6484_lab.png,train
6486,train,,train/train-org-img/6486.jpg,train/train-label-img/6486_lab.png,train
6492,train,,train/train-org-img/6492.jpg,train/train-label-img/6492_lab.png,train
6496,train,,train/train-org-img/6496.jpg,train/train-label-img/6496_lab.png,train
6498,train,,train/train-org-img/6498.jpg,train/train-label-img/6498_lab.png,train
6499,train,,train/train-org-img/6499.jpg,train/train-label-img/6499_lab.png,train
6501,train,,train/train-org-img/6501.jpg,train/train-label-img/6501_lab.png,train
6504,train,,train/train-org-img/6504.jpg,train/train-label-img/6504_lab.png,train
6505,train,,train/train-org-img/6505.jpg,train/train-label-img/6505_lab.png,train
6506,train,,train/train-org-img/6506.jpg,train/train-label-img/6506_lab.png,train
6509,train,,train/train-org-img/6509.jpg,train/train-label-img/6509_lab.png,train
6510,train,,train/train-org-img/6510.jpg,train/train-label-img/6510_lab.png,train
6512,train,,train/train-org-img/6512.jpg,train/train-label-img/6512_lab.png,train
6513,train,,train/train-org-img/6513.jpg,train/train-label-img/6513_lab.png,train
6516,train,,train/train-org-img/6516.jpg,train/train-label-img/6516_lab.png,train
6520,train,,train/train-org-img/6520.jpg,train/train-label-img/6520_lab.png,train
6523,train,,train/train-org-img/6523.jpg,train/train-label-img/6523_lab.png,train
6525,train,,train/train-org-img/6525.jpg,train/train-label-img/6525_lab.png,train
6526,train,,train/train-org-img/6526.jpg,train/train-label-img/6526_lab.png,train
6527,train,,train/train-org-img/6527.jpg,train/train-label-img/6527_lab.png,train
6528,train,,train/train-org-img/6528.jpg,train/train-label-img/6528_lab.png,train
6530,train,,train/train-org-img/6530.jpg,train/train-label-img/6530_lab.png,train
6531,train,,train/train-org-img/6531.jpg,train/train-label-img/6531_lab.png,train
6533,train,,train/train-org-img/6533.jpg,train/train-label-img/6533_lab.png,train
6534,train,,train/train-org-img/6534.jpg,train/train-label-img/6534_lab.png,train
6535,train,,train/train-org-img/6535.jpg,train/train-label-img/6535_lab.png,train
6537,train,,train/train-org-img/6537.jpg,train/train-label-img/6537_lab.png,train
6538,train,,train/train-org-img/6538.jpg,train/train-label-img/6538_lab.png,train
6540,train,,train/train-org-img/6540.jpg,train/train-label-img/6540_lab.png,train
6541,train,,train/train-org-img/6541.jpg,train/train-label-img/6541_lab.png,train
6542,train,,train/train-org-img/6542.jpg,train/train-label-img/6542_lab.png,train
6543,train,,train/train-org-img/6543.jpg,train/train-label-img/6543_lab.png,train
6544,train,,train/train-org-img/6544.jpg,train/train-label-img/6544_lab.png,train
6546,train,,train/train-org-img/6546.jpg,train/train-label-img/6546_lab.png,train
6548,train,,train/train-org-img/6548.jpg,train/train-label-img/6548_lab.png,train
6549,train,,train/train-org-img/6549.jpg,train/train-label-img/6549_lab.png,train
6552,train,,train/train-org-img/6552.jpg,train/train-label-img/6552_lab.png,train
6555,train,,train/train-org-img/6555.jpg,train/train-label-img/6555_lab.png,train
6556,train,,train/train-org-img/6556.jpg,train/train-label-img/6556_lab.png,train
6559,train,,train/train-org-img/6559.jpg,train/train-label-img/6559_lab.png,train
6560,train,,train/train-org-img/6560.jpg,train/train-label-img/6560_lab.png,train
6563,train,,train/train-org-img/6563.jpg,train/train-label-img/6563_lab.png,train
6564,train,,train/train-org-img/6564.jpg,train/train-label-img/6564_lab.png,train
6565,train,,train/train-org-img/6565.jpg,train/train-label-img/6565_lab.png,train
6566,train,,train/train-org-img/6566.jpg,train/train-label-img/6566_lab.png,train
6569,train,,train/train-org-img/6569.jpg,train/train-label-img/6569_lab.png,train
6573,train,,train/train-org-img/6573.jpg,train/train-label-img/6573_lab.png,train
6574,train,,train/train-org-img/6574.jpg,train/train-label-img/6574_lab.png,train
6580,train,,train/train-org-img/6580.jpg,train/train-label-img/6580_lab.png,train
6584,train,,train/train-org-img/6584.jpg,train/train-label-img/6584_lab.png,train
6585,train,,train/train-org-img/6585.jpg,train/train-label-img/6585_lab.png,train
6586,train,,train/train-org-img/6586.jpg,train/train-label-img/6586_lab.png,train
6588,train,,train/train-org-img/6588.jpg,train/train-label-img/6588_lab.png,train
6589,train,,train/train-org-img/6589.jpg,train/train-label-img/6589_lab.png,train
6591,train,,train/train-org-img/6591.jpg,train/train-label-img/6591_lab.png,train
6592,train,,train/train-org-img/6592.jpg,train/train-label-img/6592_lab.png,train
6595,train,,train/train-org-img/6595.jpg,train/train-label-img/6595_lab.png,train
6597,train,,train/train-org-img/6597.jpg,train/train-label-img/6597_lab.png,train
6600,train,,train/train-org-img/6600.jpg,train/train-label-img/6600_lab.png,train
6601,train,,train/train-org-img/6601.jpg,train/train-label-img/6601_lab.png,train
6603,train,,train/train-org-img/6603.jpg,train/train-label-img/6603_lab.png,train
6608,train,,train/train-org-img/6608.jpg,train/train-label-img/6608_lab.png,train
6610,train,,train/train-org-img/6610.jpg,train/train-label-img/6610_lab.png,train
6613,train,,train/train-org-img/6613.jpg,train/train-label-img/6613_lab.png,train
6614,train,,train/train-org-img/6614.jpg,train/train-label-img/6614_lab.png,train
6615,train,,train/train-org-img/6615.jpg,train/train-label-img/6615_lab.png,train
6616,train,,train/train-org-img/6616.jpg,train/train-label-img/6616_lab.png,train
6617,train,,train/train-org-img/6617.jpg,train/train-label-img/6617_lab.png,train
6618,train,,train/train-org-img/6618.jpg,train/train-label-img/6618_lab.png,train
6620,train,,train/train-org-img/6620.jpg,train/train-label-img/6620_lab.png,train
6622,train,,train/train-org-img/6622.jpg,train/train-label-img/6622_lab.png,train
6623,train,,train/train-org-img/6623.jpg,train/train-label-img/6623_lab.png,train
6625,train,,train/train-org-img/6625.jpg,train/train-label-img/6625_lab.png,train
6627,train,,train/train-org-img/6627.jpg,train/train-label-img/6627_lab.png,train
6628,train,,train/train-org-img/6628.jpg,train/train-label-img/6628_lab.png,train
6633,train,,train/train-org-img/6633.jpg,train/train-label-img/6633_lab.png,train
6635,train,,train/train-org-img/6635.jpg,train/train-label-img/6635_lab.png,train
6639,train,,train/train-org-img/6639.jpg,train/train-label-img/6639_lab.png,train
6640,train,,train/train-org-img/6640.jpg,train/train-label-img/6640_lab.png,train
6643,train,,train/train-org-img/6643.jpg,train/train-label-img/6643_lab.png,train
6644,train,,train/train-org-img/6644.jpg,train/train-label-img/6644_lab.png,train
6645,train,,train/train-org-img/6645.jpg,train/train-label-img/6645_lab.png,train
6646,train,,train/train-org-img/6646.jpg,train/train-label-img/6646_lab.png,train
6647,train,,train/train-org-img/6647.jpg,train/train-label-img/6647_lab.png,train
6648,train,,train/train-org-img/6648.jpg,train/train-label-img/6648_lab.png,train
6649,train,,train/train-org-img/6649.jpg,train/train-label-img/6649_lab.png,train
6651,train,,train/train-org-img/6651.jpg,train/train-label-img/6651_lab.png,train
6652,train,,train/train-org-img/6652.jpg,train/train-label-img/6652_lab.png,train
6654,train,,train/train-org-img/6654.jpg,train/train-label-img/6654_lab.png,train
6655,train,,train/train-org-img/6655.jpg,train/train-label-img/6655_lab.png,train
6656,train,,train/train-org-img/6656.jpg,train/train-label-img/6656_lab.png,train
6657,train,,train/train-org-img/6657.jpg,train/train-label-img/6657_lab.png,train
6658,train,,train/train-org-img/6658.jpg,train/train-label-img/6658_lab.png,train
6660,train,,train/train-org-img/6660.jpg,train/train-label-img/6660_lab.png,train
6662,train,,train/train-org-img/6662.jpg,train/train-label-img/6662_lab.png,train
6664,train,,train/train-org-img/6664.jpg,train/train-label-img/6664_lab.png,train
6666,train,,train/train-org-img/6666.jpg,train/train-label-img/6666_lab.png,train
6667,train,,train/train-org-img/6667.jpg,train/train-label-img/6667_lab.png,train
6668,train,,train/train-org-img/6668.jpg,train/train-label-img/6668_lab.png,train
6670,train,,train/train-org-img/6670.jpg,train/train-label-img/6670_lab.png,train
6673,train,,train/train-org-img/6673.jpg,train/train-label-img/6673_lab.png,train
6675,train,,train/train-org-img/6675.jpg,train/train-label-img/6675_lab.png,train
6676,train,,train/train-org-img/6676.jpg,train/train-label-img/6676_lab.png,train
6678,train,,train/train-org-img/6678.jpg,train/train-label-img/6678_lab.png,train
6681,train,,train/train-org-img/6681.jpg,train/train-label-img/6681_lab.png,train
6682,train,,train/train-org-img/6682.jpg,train/train-label-img/6682_lab.png,train
6685,train,,train/train-org-img/6685.jpg,train/train-label-img/6685_lab.png,train
6686,train,,train/train-org-img/6686.jpg,train/train-label-img/6686_lab.png,train
6687,train,,train/train-org-img/6687.jpg,train/train-label-img/6687_lab.png,train
6689,train,,train/train-org-img/6689.jpg,train/train-label-img/6689_lab.png,train
6692,train,,train/train-org-img/6692.jpg,train/train-label-img/6692_lab.png,train
6693,train,,train/train-org-img/6693.jpg,train/train-label-img/6693_lab.png,train
6701,train,,train/train-org-img/6701.jpg,train/train-label-img/6701_lab.png,train
6703,train,,train/train-org-img/6703.jpg,train/train-label-img/6703_lab.png,train
6704,train,,train/train-org-img/6704.jpg,train/train-label-img/6704_lab.png,train
6706,train,,train/train-org-img/6706.jpg,train/train-label-img/6706_lab.png,train
6707,train,,train/train-org-img/6707.jpg,train/train-label-img/6707_lab.png,train
6708,train,,train/train-org-img/6708.jpg,train/train-label-img/6708_lab.png,train
6710,train,,train/train-org-img/6710.jpg,train/train-label-img/6710_lab.png,train
6711,train,,train/train-org-img/6711.jpg,train/train-label-img/6711_lab.png,train
6712,train,,train/train-org-img/6712.jpg,train/train-label-img/6712_lab.png,train
6713,train,,train/train-org-img/6713.jpg,train/train-label-img/6713_lab.png,train
6714,train,,train/train-org-img/6714.jpg,train/train-label-img/6714_lab.png,train
6715,train,,train/train-org-img/6715.jpg,train/train-label-img/6715_lab.png,train
6716,train,,train/train-org-img/6716.jpg,train/train-label-img/6716_lab.png,train
6719,train,,train/train-org-img/6719.jpg,train/train-label-img/6719_lab.png,train
6727,train,,train/train-org-img/6727.jpg,train/train-label-img/6727_lab.png,train
6728,train,,train/train-org-img/6728.jpg,train/train-label-img/6728_lab.png,train
6731,train,,train/train-org-img/6731.jpg,train/train-label-img/6731_lab.png,train
6732,train,,train/train-org-img/6732.jpg,train/train-label-img/6732_lab.png,train
6734,train,,train/train-org-img/6734.jpg,train/train-label-img/6734_lab.png,train
6735,train,,train/train-org-img/6735.jpg,train/train-label-img/6735_lab.png,train
6736,train,,train/train-org-img/6736.jpg,train/train-label-img/6736_lab.png,train
6737,train,,train/train-org-img/6737.jpg,train/train-label-img/6737_lab.png,train
6738,train,,train/train-org-img/6738.jpg,train/train-label-img/6738_lab.png,train
6739,train,,train/train-org-img/6739.jpg,train/train-label-img/6739_lab.png,train
6742,train,,train/train-org-img/6742.jpg,train/train-label-img/6742_lab.png,train
6743,train,,train/train-org-img/6743.jpg,train/train-label-img/6743_lab.png,train
6745,train,,train/train-org-img/6745.jpg,train/train-label-img/6745_lab.png,train
6746,train,,train/train-org-img/6746.jpg,train/train-label-img/6746_lab.png,train
6747,train,,train/train-org-img/6747.jpg,train/train-label-img/6747_lab.png,train
6748,train,,train/train-org-img/6748.jpg,train/train-label-img/6748_lab.png,train
6749,train,,train/train-org-img/6749.jpg,train/train-label-img/6749_lab.png,train
6750,train,,train/train-org-img/6750.jpg,train/train-label-img/6750_lab.png,train
6754,train,,train/train-org-img/6754.jpg,train/train-label-img/6754_lab.png,train
6755,train,,train/train-org-img/6755.jpg,train/train-label-img/6755_lab.png,train
6756,train,,train/train-org-img/6756.jpg,train/train-label-img/6756_lab.png,train
6760,train,,train/train-org-img/6760.jpg,train/train-label-img/6760_lab.png,train
6762,train,,train/train-org-img/6762.jpg,train/train-label-img/6762_lab.png,train
6763,train,,train/train-org-img/6763.jpg,train/train-label-img/6763_lab.png,train
6764,train,,train/train-org-img/6764.jpg,train/train-label-img/6764_lab.png,train
6770,train,,train/train-org-img/6770.jpg,train/train-label-img/6770_lab.png,train
6772,train,,train/train-org-img/6772.jpg,train/train-label-img/6772_lab.png,train
6773,train,,train/train-org-img/6773.jpg,train/train-label-img/6773_lab.png,train
6776,train,,train/train-org-img/6776.jpg,train/train-label-img/6776_lab.png,train
6779,train,,train/train-org-img/6779.jpg,train/train-label-img/6779_lab.png,train
6783,train,,train/train-org-img/6783.jpg,train/train-label-img/6783_lab.png,train
6787,train,,train/train-org-img/6787.jpg,train/train-label-img/6787_lab.png,train
6788,train,,train/train-org-img/6788.jpg,train/train-label-img/6788_lab.png,train
6789,train,,train/train-org-img/6789.jpg,train/train-label-img/6789_lab.png,train
6790,train,,train/train-org-img/6790.jpg,train/train-label-img/6790_lab.png,train
6792,train,,train/train-org-img/6792.jpg,train/train-label-img/6792_lab.png,train
6793,train,,train/train-org-img/6793.jpg,train/train-label-img/6793_lab.png,train
6797,train,,train/train-org-img/6797.jpg,train/train-label-img/6797_lab.png,train
6798,train,,train/train-org-img/6798.jpg,train/train-label-img/6798_lab.png,train
6799,train,,train/train-org-img/6799.jpg,train/train-label-img/6799_lab.png,train
6800,train,,train/train-org-img/6800.jpg,train/train-label-img/6800_lab.png,train
6802,train,,train/train-org-img/6802.jpg,train/train-label-img/6802_lab.png,train
6803,train,,train/train-org-img/6803.jpg,train/train-label-img/6803_lab.png,train
6804,train,,train/train-org-img/6804.jpg,train/train-label-img/6804_lab.png,train
6805,train,,train/train-org-img/6805.jpg,train/train-label-img/6805_lab.png,train
6806,train,,train/train-org-img/6806.jpg,train/train-label-img/6806_lab.png,train
6807,train,,train/train-org-img/6807.jpg,train/train-label-img/6807_lab.png,train
6808,train,,train/train-org-img/6808.jpg,train/train-label-img/6808_lab.png,train
6810,train,,train/train-org-img/6810.jpg,train/train-label-img/6810_lab.png,train
6812,train,,train/train-org-img/6812.jpg,train/train-label-img/6812_lab.png,train
6813,train,,train/train-org-img/6813.jpg,train/train-label-img/6813_lab.png,train
6814,train,,train/train-org-img/6814.jpg,train/train-label-img/6814_lab.png,train
6818,train,,train/train-org-img/6818.jpg,train/train-label-img/6818_lab.png,train
6819,train,,train/train-org-img/6819.jpg,train/train-label-img/6819_lab.png,train
6820,train,,train/train-org-img/6820.jpg,train/train-label-img/6820_lab.png,train
6824,train,,train/train-org-img/6824.jpg,train/train-label-img/6824_lab.png,train
6826,train,,train/train-org-img/6826.jpg,train/train-label-img/6826_lab.png,train
6829,train,,train/train-org-img/6829.jpg,train/train-label-img/6829_lab.png,train
6830,train,,train/train-org-img/6830.jpg,train/train-label-img/6830_lab.png,train
6832,train,,train/train-org-img/6832.jpg,train/train-label-img/6832_lab.png,train
6833,train,,train/train-org-img/6833.jpg,train/train-label-img/6833_lab.png,train
6836,train,,train/train-org-img/6836.jpg,train/train-label-img/6836_lab.png,train
6838,train,,train/train-org-img/6838.jpg,train/train-label-img/6838_lab.png,train
6839,train,,train/train-org-img/6839.jpg,train/train-label-img/6839_lab.png,train
6842,train,,train/train-org-img/6842.jpg,train/train-label-img/6842_lab.png,train
6843,train,,train/train-org-img/6843.jpg,train/train-label-img/6843_lab.png,train
6846,train,,train/train-org-img/6846.jpg,train/train-label-img/6846_lab.png,train
6849,train,,train/train-org-img/6849.jpg,train/train-label-img/6849_lab.png,train
6851,train,,train/train-org-img/6851.jpg,train/train-label-img/6851_lab.png,train
6852,train,,train/train-org-img/6852.jpg,train/train-label-img/6852_lab.png,train
6853,train,,train/train-org-img/6853.jpg,train/train-label-img/6853_lab.png,train
6854,train,,train/train-org-img/6854.jpg,train/train-label-img/6854_lab.png,train
6855,train,,train/train-org-img/6855.jpg,train/train-label-img/6855_lab.png,train
6857,train,,train/train-org-img/6857.jpg,train/train-label-img/6857_lab.png,train
6858,train,,train/train-org-img/6858.jpg,train/train-label-img/6858_lab.png,train
6859,train,,train/train-org-img/6859.jpg,train/train-label-img/6859_lab.png,train
6860,train,,train/train-org-img/6860.jpg,train/train-label-img/6860_lab.png,train
6890,train,,train/train-org-img/6890.jpg,train/train-label-img/6890_lab.png,train
6891,train,,train/train-org-img/6891.jpg,train/train-label-img/6891_lab.png,train
6899,train,,train/train-org-img/6899.jpg,train/train-label-img/6899_lab.png,train
6900,train,,train/train-org-img/6900.jpg,train/train-label-img/6900_lab.png,train
6901,train,,train/train-org-img/6901.jpg,train/train-label-img/6901_lab.png,train
6902,train,,train/train-org-img/6902.jpg,train/train-label-img/6902_lab.png,train
6904,train,,train/train-org-img/6904.jpg,train/train-label-img/6904_lab.png,train
6908,train,,train/train-org-img/6908.jpg,train/train-label-img/6908_lab.png,train
6909,train,,train/train-org-img/6909.jpg,train/train-label-img/6909_lab.png,train
6911,train,,train/train-org-img/6911.jpg,train/train-label-img/6911_lab.png,train
6913,train,,train/train-org-img/6913.jpg,train/train-label-img/6913_lab.png,train
6914,train,,train/train-org-img/6914.jpg,train/train-label-img/6914_lab.png,train
6918,train,,train/train-org-img/6918.jpg,train/train-label-img/6918_lab.png,train
6919,train,,train/train-org-img/6919.jpg,train/train-label-img/6919_lab.png,train
6922,train,,train/train-org-img/6922.jpg,train/train-label-img/6922_lab.png,train
6924,train,,train/train-org-img/6924.jpg,train/train-label-img/6924_lab.png,train
6926,train,,train/train-org-img/6926.jpg,train/train-label-img/6926_lab.png,train
6928,train,,train/train-org-img/6928.jpg,train/train-label-img/6928_lab.png,train
6929,train,,train/train-org-img/6929.jpg,train/train-label-img/6929_lab.png,train
6930,train,,train/train-org-img/6930.jpg,train/train-label-img/6930_lab.png,train
6931,train,,train/train-org-img/6931.jpg,train/train-label-img/6931_lab.png,train
6933,train,,train/train-org-img/6933.jpg,train/train-label-img/6933_lab.png,train
6934,train,,train/train-org-img/6934.jpg,train/train-label-img/6934_lab.png,train
6935,train,,train/train-org-img/6935.jpg,train/train-label-img/6935_lab.png,train
6936,train,,train/train-org-img/6936.jpg,train/train-label-img/6936_lab.png,train
6938,train,,train/train-org-img/6938.jpg,train/train-label-img/6938_lab.png,train
6939,train,,train/train-org-img/6939.jpg,train/train-label-img/6939_lab.png,train
6940,train,,train/train-org-img/6940.jpg,train/train-label-img/6940_lab.png,train
